numberIndependentVariables,"""=""",3.0,,,,,,
10.0,-10.0,0.0,-0.05670,0.2014,-0.12200,0.01862,-0.16000,-0.04086
10.0,-10.0,5.0,-0.01700,0.2028,-0.48000,0.02194,-0.15500,-0.04114
10.0,-10.0,10.0,0.03260,0.2016,-0.80600,0.03292,-0.14200,-0.04108
10.0,-10.0,15.0,0.07850,0.1837,-1.13300,0.04338,-0.15200,-0.03678
10.0,-10.0,20.0,0.09750,0.1814,-1.40400,0.04426,-0.13400,-0.03092
10.0,-10.0,25.0,0.10070,0.1643,-1.74100,0.03624,-0.13700,-0.02316
10.0,-10.0,30.0,0.09530,0.0927,-1.96800,0.002,-0.17100,0.0099
10.0,-10.0,35.0,0.09290,0.0857,-2.25200,0.00102,-0.19510,0.04096
10.0,-10.0,40.0,0.09260,0.0748,-2.29000,0.00292,-0.14050,0.05172
10.0,-10.0,45.0,0.09330,0.0782,-2.19300,0.01768,-0.15180,0.04526
10.0,-10.0,50.0,0.10630,0.0866,-2.14100,0.0165,-0.10770,0.02764
10.0,-10.0,55.0,0.10250,0.1104,-2.13300,0.0112,-0.00750,-0.00684
10.0,-10.0,60.0,0.08310,0.123,-2.09700,0.0225,-0.15880,-0.00914
10.0,-10.0,70.0,0.08130,0.1074,-1.98700,0.0221,-0.34190,-0.00022
10.0,-10.0,80.0,0.04200,0.1096,-2.05300,0.01964,-0.48770,0.01122
10.0,-10.0,90.0,0.04950,0.1089,-2.02600,0.02074,-0.59090,0.00546
10.0,-8.0,-20.0,-0.09910,0.085,1.10800,0.01618,-0.09440,-0.01414
10.0,-8.0,-15.0,-0.09980,0.1039,0.84800,0.00924,-0.13760,-0.0169
10.0,-8.0,-10.0,-0.10130,0.1156,0.60200,0.01044,-0.16090,-0.0223
10.0,-8.0,-5.0,-0.08730,0.1449,0.21200,0.01504,-0.18800,-0.02822
10.0,-8.0,0.0,-0.05780,0.1553,-0.12000,0.01506,-0.16000,-0.03146
10.0,-8.0,5.0,-0.01760,0.1607,-0.48000,0.018,-0.15500,-0.03262
10.0,-8.0,10.0,0.03310,0.1597,-0.81000,0.0269,-0.14200,-0.03268
10.0,-8.0,15.0,0.08080,0.1473,-1.14700,0.0363,-0.15000,-0.02962
10.0,-8.0,20.0,0.09960,0.1504,-1.43100,0.03452,-0.14200,-0.02652
10.0,-8.0,25.0,0.10270,0.1409,-1.77100,0.02812,-0.14400,-0.01912
10.0,-8.0,30.0,0.10720,0.1057,-2.03700,0.01582,-0.15500,-0.00486
10.0,-8.0,35.0,0.09870,0.0581,-2.25500,-0.00134,-0.17600,0.03568
10.0,-8.0,40.0,0.09510,0.0531,-2.36100,0.00748,-0.12720,0.03594
10.0,-8.0,45.0,0.09380,0.0612,-2.27900,0.01726,-0.12640,0.03666
10.0,-8.0,50.0,0.10610,0.0785,-2.20000,0.01572,-0.10300,0.02614
10.0,-8.0,55.0,0.10100,0.0926,-2.15900,0.01086,-0.04600,-0.0027
10.0,-8.0,60.0,0.08410,0.1051,-2.06500,0.01812,-0.16340,-0.01152
10.0,-8.0,70.0,0.08110,0.0941,-2.04800,0.0202,-0.33640,-0.00528
10.0,-8.0,80.0,0.04170,0.0871,-1.91100,0.01446,-0.48480,0.0114
10.0,-8.0,90.0,0.04920,0.0843,-2.11600,0.01848,-0.62140,0.00476
10.0,-6.0,-20.0,-0.09290,0.0677,1.10300,0.01084,-0.09260,-0.00634
10.0,-6.0,-15.0,-0.09920,0.0753,0.84400,0.00624,-0.14660,-0.01142
10.0,-6.0,-10.0,-0.10170,0.076,0.59900,0.00838,-0.16880,-0.01406
10.0,-6.0,-5.0,-0.08850,0.1055,0.21300,0.01194,-0.19100,-0.01996
10.0,-6.0,0.0,-0.05860,0.1138,-0.11400,0.0108,-0.15900,-0.02248
10.0,-6.0,5.0,-0.01830,0.1133,-0.48100,0.01344,-0.15500,-0.02254
10.0,-6.0,10.0,0.03220,0.1131,-0.82400,0.02074,-0.15100,-0.02324
10.0,-6.0,15.0,0.08260,0.1069,-1.16700,0.02856,-0.15500,-0.02052
10.0,-6.0,20.0,0.09990,0.1116,-1.44600,0.02592,-0.13800,-0.01806
10.0,-6.0,25.0,0.10270,0.1029,-1.77100,0.0222,-0.15300,-0.0141
10.0,-6.0,30.0,0.11080,0.0911,-2.07000,0.01612,-0.15000,-0.00396
10.0,-6.0,35.0,0.11280,0.0651,-2.26000,0.00892,-0.15140,0.0175
10.0,-6.0,40.0,0.10540,0.0303,-2.34300,0.01468,-0.13010,0.0225
10.0,-6.0,45.0,0.09220,0.0458,-2.18600,0.01542,-0.10530,0.0291
10.0,-6.0,50.0,0.10180,0.0555,-2.20400,0.01384,-0.11110,0.0271
10.0,-6.0,55.0,0.09930,0.0663,-2.21700,0.00966,-0.08650,-0.00226
10.0,-6.0,60.0,0.08960,0.0788,-2.11200,0.01574,-0.14550,-0.01736
10.0,-6.0,70.0,0.09720,0.0765,-2.15700,0.0148,-0.26100,-0.0104
10.0,-6.0,80.0,0.04240,0.0753,-1.97400,0.01292,-0.49020,0.01038
10.0,-6.0,90.0,0.04990,0.0658,-2.06100,0.01638,-0.59060,0.0035
10.0,-4.0,-20.0,-0.09100,0.038,1.07000,0.0074,-0.08550,-0.00144
10.0,-4.0,-15.0,-0.09990,0.0442,0.84100,0.00474,-0.15510,-0.00458
10.0,-4.0,-10.0,-0.10280,0.0434,0.59200,0.00496,-0.17740,-0.00766
10.0,-4.0,-5.0,-0.08960,0.0662,0.21500,0.00852,-0.19200,-0.01214
10.0,-4.0,0.0,-0.05950,0.0726,-0.11200,0.00658,-0.15700,-0.01392
10.0,-4.0,5.0,-0.01890,0.0767,-0.48600,0.0093,-0.15500,-0.01378
10.0,-4.0,10.0,0.03270,0.0748,-0.83300,0.01418,-0.15300,-0.01416
10.0,-4.0,15.0,0.08360,0.0652,-1.17500,0.01974,-0.15500,-0.01154
10.0,-4.0,20.0,0.09980,0.0703,-1.45300,0.01714,-0.13400,-0.00976
10.0,-4.0,25.0,0.09950,0.0654,-1.78200,0.0163,-0.15400,-0.00788
10.0,-4.0,30.0,0.11130,0.063,-2.08100,0.01042,-0.14700,-0.00026
10.0,-4.0,35.0,0.11950,0.0563,-2.32600,0.01198,-0.14440,0.01014
10.0,-4.0,40.0,0.10910,0.036,-2.37500,0.00956,-0.13670,0.01462
10.0,-4.0,45.0,0.09460,0.0398,-2.26200,0.01806,-0.15750,0.01958
10.0,-4.0,50.0,0.09960,0.0399,-2.16500,0.00958,-0.11540,0.01386
10.0,-4.0,55.0,0.09800,0.046,-2.20900,0.00574,-0.06140,-0.00484
10.0,-4.0,60.0,0.09080,0.0546,-2.12300,0.00972,-0.14440,-0.02126
10.0,-4.0,70.0,0.09500,0.0564,-2.14900,0.01216,-0.27140,-0.01686
10.0,-4.0,80.0,0.04780,0.0498,-2.02400,0.00416,-0.49700,0.00798
10.0,-4.0,90.0,0.04840,0.0446,-2.05700,0.01124,-0.61460,0.00302
10.0,-2.0,-20.0,-0.08840,0.0186,1.04100,0.0037,-0.08150,0.00016
10.0,-2.0,-15.0,-0.10060,0.0175,0.84600,0.00258,-0.16630,-0.0016
10.0,-2.0,-10.0,-0.10390,0.0161,0.60000,0.00098,-0.18800,-0.00286
10.0,-2.0,-5.0,-0.08980,0.0325,0.20200,0.00414,-0.18900,-0.00574
10.0,-2.0,0.0,-0.06020,0.0371,-0.11500,0.00302,-0.16200,-0.00656
10.0,-2.0,5.0,-0.02050,0.0331,-0.48700,0.00518,-0.15800,-0.00572
10.0,-2.0,10.0,0.03200,0.0345,-0.84400,0.00632,-0.15700,-0.00616
10.0,-2.0,15.0,0.08350,0.0298,-1.18200,0.00988,-0.15200,-0.00504
10.0,-2.0,20.0,0.09740,0.0332,-1.44500,0.00772,-0.13000,-0.00392
10.0,-2.0,25.0,0.09710,0.0343,-1.79400,0.0073,-0.15400,-0.00306
10.0,-2.0,30.0,0.11160,0.0297,-2.08300,0.0055,-0.14400,0.00186
10.0,-2.0,35.0,0.12070,0.0264,-2.31700,0.00646,-0.14270,0.0069
10.0,-2.0,40.0,0.11270,0.0123,-2.28400,0.00592,-0.15550,0.00604
10.0,-2.0,45.0,0.09920,0.0279,-2.39500,0.0115,-0.18070,0.01052
10.0,-2.0,50.0,0.10210,0.0302,-2.17900,0.00584,-0.11610,0.00948
10.0,-2.0,55.0,0.09910,0.0424,-2.18400,0.0041,-0.09760,0.00518
10.0,-2.0,60.0,0.09150,0.0474,-2.14000,0.00662,-0.15120,-0.00758
10.0,-2.0,70.0,0.10750,0.0371,-2.04800,0.00694,-0.22010,-0.01758
10.0,-2.0,80.0,0.04730,0.0212,-1.92600,0.00478,-0.46770,0.00554
10.0,-2.0,90.0,0.05000,0.0203,-2.07300,0.00676,-0.60990,0.00186
10.0,0.0,-20.0,-0.08840,0,1.03900,0,-0.08350,0
10.0,0.0,-15.0,-0.10100,0,0.84900,0,-0.17190,0
10.0,0.0,-10.0,-0.10920,0,0.59600,0,-0.21530,0
10.0,0.0,-5.0,-0.09020,0,0.20500,0,-0.18880,0
10.0,0.0,0.0,-0.06060,0,-0.11400,0,-0.16100,0
10.0,0.0,5.0,-0.02000,0,-0.49000,0,-0.16060,0
10.0,0.0,10.0,0.03130,0,-0.84900,0,-0.15480,0
10.0,0.0,15.0,0.08290,0,-1.17700,0,-0.14520,0
10.0,0.0,20.0,0.09710,0,-1.44200,0,-0.12640,0
10.0,0.0,25.0,0.09490,0,-1.78900,0,-0.15300,0
10.0,0.0,30.0,0.11040,0,-2.08200,0,-0.14400,0
10.0,0.0,35.0,0.12010,0,-2.30800,0,-0.14110,0
10.0,0.0,40.0,0.11270,0,-2.41100,0,-0.14500,0
10.0,0.0,45.0,0.09960,0,-2.30600,0,-0.14110,0
10.0,0.0,50.0,0.10710,0,-2.26100,0,-0.10080,0
10.0,0.0,55.0,0.10300,0,-2.23100,0,-0.06790,0
10.0,0.0,60.0,0.09140,0,-2.18500,0,-0.15560,0
10.0,0.0,70.0,0.11900,0,-2.26800,0,-0.19830,0
10.0,0.0,80.0,0.05190,0,-1.94000,0,-0.47210,0
10.0,0.0,90.0,0.05040,0,-2.05700,0,-0.60830,0
10.0,2.0,-20.0,-0.09070,-0.0232,1.07100,-0.00318,-0.09550,-0.00074
10.0,2.0,-15.0,-0.10070,-0.0188,0.85600,-0.0027,-0.16830,0.0017
10.0,2.0,-10.0,-0.10400,-0.0124,0.60500,-0.00048,-0.18390,0.0024
10.0,2.0,-5.0,-0.08940,-0.042,0.20200,-0.00368,-0.19000,0.00634
10.0,2.0,0.0,-0.06000,-0.0394,-0.11700,-0.00296,-0.16200,0.00642
10.0,2.0,5.0,-0.02060,-0.0383,-0.49000,-0.00466,-0.16100,0.00534
10.0,2.0,10.0,0.03130,-0.0383,-0.85100,-0.00658,-0.15500,0.00574
10.0,2.0,15.0,0.08330,-0.0383,-1.17100,-0.00968,-0.14800,0.0053
10.0,2.0,20.0,0.09810,-0.0248,-1.43500,-0.00918,-0.12600,0.0022
10.0,2.0,25.0,0.09600,-0.0335,-1.78700,-0.008,-0.15500,0.0037
10.0,2.0,30.0,0.10930,-0.0306,-2.08000,-0.00494,-0.14500,-0.00214
10.0,2.0,35.0,0.11990,-0.0214,-2.35500,0.0008,-0.14500,-0.00926
10.0,2.0,40.0,0.11390,-0.032,-2.41900,-0.00666,-0.15430,-0.00762
10.0,2.0,45.0,0.09890,-0.0868,-2.37300,-0.00336,-0.16350,-0.0243
10.0,2.0,50.0,0.10710,-0.0178,-2.28300,-0.00494,-0.10600,-0.0061
10.0,2.0,55.0,0.09720,-0.0087,-2.18600,-0.00552,-0.09220,0.00064
10.0,2.0,60.0,0.09080,-0.0048,-2.16400,-0.00342,-0.16530,0.00822
10.0,2.0,70.0,0.11010,-0.0113,-2.17800,-0.00556,-0.23630,0.00078
10.0,2.0,80.0,0.04840,-0.0203,-1.96700,-0.00382,-0.49290,-0.00046
10.0,2.0,90.0,0.04950,-0.0263,-2.03400,-0.00032,-0.60800,-0.00116
10.0,4.0,-20.0,-0.09080,-0.0467,1.07600,-0.00708,-0.09300,0.0006
10.0,4.0,-15.0,-0.10090,-0.0402,0.85200,-0.00496,-0.15680,0.00472
10.0,4.0,-10.0,-0.10290,-0.043,0.60700,-0.00492,-0.17380,0.0075
10.0,4.0,-5.0,-0.08840,-0.0763,0.19800,-0.00806,-0.19300,0.01318
10.0,4.0,0.0,-0.05920,-0.0764,-0.11700,-0.00662,-0.16300,0.01398
10.0,4.0,5.0,-0.01950,-0.0819,-0.50400,-0.0093,-0.16200,0.01384
10.0,4.0,10.0,0.03230,-0.0786,-0.84200,-0.01454,-0.15200,0.01386
10.0,4.0,15.0,0.08290,-0.077,-1.17600,-0.02004,-0.15500,0.01278
10.0,4.0,20.0,0.09870,-0.0558,-1.43000,-0.0187,-0.12600,0.00616
10.0,4.0,25.0,0.09850,-0.0677,-1.79100,-0.01558,-0.15000,0.0094
10.0,4.0,30.0,0.10960,-0.0647,-2.07000,-0.00996,-0.14600,-0.00162
10.0,4.0,35.0,0.12100,-0.0513,-2.34100,-0.00006,-0.15130,-0.01386
10.0,4.0,40.0,0.11000,-0.0484,-2.40200,-0.00956,-0.15950,-0.01404
10.0,4.0,45.0,0.09780,-0.1048,-2.36900,-0.00964,-0.16550,-0.03862
10.0,4.0,50.0,0.10640,-0.0791,-2.28100,-0.01198,-0.12540,-0.02306
10.0,4.0,55.0,0.08970,-0.0718,-2.06800,-0.01114,-0.12530,-0.00688
10.0,4.0,60.0,0.08930,-0.0571,-2.06500,-0.00654,-0.17190,0.0117
10.0,4.0,70.0,0.10010,-0.03,-2.06400,-0.00802,-0.26550,0.01346
10.0,4.0,80.0,0.04650,-0.0361,-1.89100,-0.00724,-0.46690,0.00528
10.0,4.0,90.0,0.04630,-0.0418,-2.03300,-0.00074,-0.59580,-0.00106
10.0,6.0,-20.0,-0.09130,-0.0747,1.08900,-0.00812,-0.09430,0.00546
10.0,6.0,-15.0,-0.10040,-0.0681,0.85300,-0.0078,-0.14370,0.01038
10.0,6.0,-10.0,-0.10220,-0.0792,0.60900,-0.0073,-0.16480,0.0146
10.0,6.0,-5.0,-0.08680,-0.1177,0.19200,-0.01192,-0.19300,0.02172
10.0,6.0,0.0,-0.05840,-0.1191,-0.12100,-0.01074,-0.16700,0.0227
10.0,6.0,5.0,-0.01840,-0.1233,-0.49600,-0.01328,-0.15700,0.0227
10.0,6.0,10.0,0.03290,-0.1204,-0.84600,-0.02126,-0.15300,0.02312
10.0,6.0,15.0,0.08200,-0.12,-1.17500,-0.02916,-0.15500,0.0229
10.0,6.0,20.0,0.09920,-0.0984,-1.43400,-0.02486,-0.15100,0.01624
10.0,6.0,25.0,0.09990,-0.1028,-1.77500,-0.02356,-0.15000,0.01598
10.0,6.0,30.0,0.10770,-0.0906,-2.05400,-0.01418,-0.15300,-0.00006
10.0,6.0,35.0,0.11880,-0.0806,-2.30200,-0.00088,-0.15650,-0.01558
10.0,6.0,40.0,0.10390,-0.0664,-2.34500,-0.01182,-0.15270,-0.02288
10.0,6.0,45.0,0.09540,-0.1365,-2.29500,-0.01308,-0.16350,-0.04804
10.0,6.0,50.0,0.10700,-0.106,-2.29400,-0.01516,-0.12730,-0.03762
10.0,6.0,55.0,0.09140,-0.1065,-2.11500,-0.01658,-0.12210,-0.01924
10.0,6.0,60.0,0.08950,-0.084,-2.10700,-0.01234,-0.18660,0.00526
10.0,6.0,70.0,0.09670,-0.0477,-2.14200,-0.01304,-0.26950,0.0133
10.0,6.0,80.0,0.04890,-0.0655,-1.97800,-0.01208,-0.47760,-0.0037
10.0,6.0,90.0,0.04570,-0.0611,-2.03000,-0.01194,-0.59790,-0.00154
10.0,8.0,-20.0,-0.09180,-0.1078,1.08600,-0.01408,-0.08810,0.0093
10.0,8.0,-15.0,-0.10000,-0.1004,0.84800,-0.00876,-0.13710,0.0166
10.0,8.0,-10.0,-0.10080,-0.1171,0.60900,-0.0093,-0.15940,0.02214
10.0,8.0,-5.0,-0.08510,-0.1575,0.18300,-0.01512,-0.19100,0.02998
10.0,8.0,0.0,-0.05660,-0.1674,-0.12300,-0.0149,-0.16200,0.0322
10.0,8.0,5.0,-0.01690,-0.1705,-0.49100,-0.01782,-0.15700,0.03302
10.0,8.0,10.0,0.03280,-0.1668,-0.83100,-0.0268,-0.14500,0.03232
10.0,8.0,15.0,0.08100,-0.1642,-1.17100,-0.0373,-0.15700,0.03228
10.0,8.0,20.0,0.09590,-0.1366,-1.42800,-0.03366,-0.16100,0.0247
10.0,8.0,25.0,0.09840,-0.1369,-1.77500,-0.02864,-0.16000,0.02352
10.0,8.0,30.0,0.10680,-0.1159,-2.03900,-0.01742,-0.15700,0.00138
10.0,8.0,35.0,0.11550,-0.0971,-2.25900,0.00014,-0.16270,-0.01858
10.0,8.0,40.0,0.10310,-0.0958,-2.33300,-0.01102,-0.16440,-0.03422
10.0,8.0,45.0,0.09220,-0.1541,-2.29300,-0.01472,-0.18150,-0.05874
10.0,8.0,50.0,0.10360,-0.1177,-2.18200,-0.02192,-0.12280,-0.04908
10.0,8.0,55.0,0.09690,-0.1225,-2.14500,-0.02098,-0.09720,-0.02462
10.0,8.0,60.0,0.08890,-0.1047,-2.14200,-0.01738,-0.18590,-0.0019
10.0,8.0,70.0,0.09580,-0.0715,-2.16100,-0.01714,-0.28440,0.01032
10.0,8.0,80.0,0.04720,-0.0804,-1.97600,-0.01542,-0.47870,-0.0035
10.0,8.0,90.0,0.05100,-0.0836,-2.09500,-0.01264,-0.61090,-0.0032
10.0,10.0,-20.0,-0.09430,-0.1421,1.07800,-0.0177,-0.07430,0.01418
10.0,10.0,-15.0,-0.10060,-0.1317,0.86300,-0.01232,-0.12950,0.02208
10.0,10.0,-10.0,-0.10140,-0.1542,0.60900,-0.01132,-0.15250,0.0292
10.0,10.0,-5.0,-0.08210,-0.2072,0.18000,-0.01816,-0.18300,0.03984
10.0,10.0,0.0,-0.05500,-0.2134,-0.12600,-0.01844,-0.16200,0.04116
10.0,10.0,5.0,-0.01610,-0.2173,-0.49300,-0.02166,-0.15600,0.04186
10.0,10.0,10.0,0.03260,-0.2171,-0.82500,-0.0326,-0.14600,0.04162
10.0,10.0,15.0,0.07850,-0.2056,-1.15800,-0.04396,-0.15200,0.03948
10.0,10.0,20.0,0.09470,-0.1729,-1.41400,-0.04216,-0.16600,0.03104
10.0,10.0,25.0,0.09810,-0.1692,-1.76000,-0.03526,-0.16400,0.02792
10.0,10.0,30.0,0.10460,-0.1353,-2.01600,-0.02112,-0.15600,-0.00042
10.0,10.0,35.0,0.10810,-0.1022,-2.21900,0.0041,-0.17050,-0.02922
10.0,10.0,40.0,0.09880,-0.1075,-2.30300,-0.0116,-0.16820,-0.0456
10.0,10.0,45.0,0.08940,-0.183,-2.26200,-0.01832,-0.18720,-0.07012
10.0,10.0,50.0,0.10320,-0.1508,-2.21800,-0.02364,-0.10520,-0.05944
10.0,10.0,55.0,0.10150,-0.1468,-2.18000,-0.02134,-0.07970,-0.02524
10.0,10.0,60.0,0.08680,-0.1242,-2.12100,-0.01972,-0.19850,-0.00406
10.0,10.0,70.0,0.09310,-0.0859,-2.10200,-0.02156,-0.28330,0.0063
10.0,10.0,80.0,0.04500,-0.1027,-1.87200,-0.01892,-0.47790,-0.0059
10.0,10.0,90.0,0.04820,-0.1068,-1.99600,-0.01524,-0.58650,-0.0032
10.0,15.0,-20.0,-0.09550,-0.2221,1.07000,-0.01388,-0.02650,0.03422
10.0,15.0,-15.0,-0.10380,-0.193,0.86300,-0.01732,-0.07980,0.03256
10.0,15.0,-10.0,-0.10240,-0.2482,0.60700,-0.0137,-0.12250,0.04528
10.0,15.0,-5.0,-0.07560,-0.3041,0.16500,-0.02006,-0.16800,0.05462
10.0,15.0,0.0,-0.05160,-0.3198,-0.13400,-0.02084,-0.16200,0.05734
10.0,15.0,5.0,-0.01210,-0.3257,-0.48300,-0.0275,-0.15600,0.05832
10.0,15.0,10.0,0.03130,-0.3204,-0.80100,-0.04272,-0.14000,0.05598
10.0,15.0,15.0,0.07360,-0.3091,-1.12000,-0.05642,-0.15100,0.05286
10.0,15.0,20.0,0.08700,-0.2479,-1.35700,-0.05494,-0.13700,0.03074
10.0,15.0,25.0,0.09700,-0.2337,-1.64600,-0.052,-0.13300,0.02462
10.0,15.0,30.0,0.09830,-0.1841,-1.92900,-0.02926,-0.15900,-0.01026
10.0,15.0,35.0,0.09350,-0.1632,-2.08100,-0.00256,-0.18360,-0.04314
10.0,15.0,40.0,0.08470,-0.1539,-2.16300,-0.0159,-0.17910,-0.06994
10.0,15.0,45.0,0.08060,-0.194,-2.17500,-0.02862,-0.22060,-0.08298
10.0,15.0,50.0,0.09680,-0.2201,-2.17800,-0.03446,-0.14420,-0.05564
10.0,15.0,55.0,0.08720,-0.209,-1.95100,-0.03176,-0.13010,-0.0285
10.0,15.0,60.0,0.08310,-0.1885,-1.96600,-0.0258,-0.18080,-0.01224
10.0,15.0,70.0,0.05850,-0.1266,-1.89400,-0.02852,-0.37340,-0.00374
10.0,15.0,80.0,0.04270,-0.1554,-1.96400,-0.03026,-0.51550,-0.01228
10.0,15.0,90.0,0.04540,-0.1547,-2.04600,-0.02428,-0.61730,-0.00268
10.0,20.0,-20.0,-0.09880,-0.2861,1.04600,-0.00308,-0.00400,0.04026
10.0,20.0,-15.0,-0.10650,-0.254,0.85600,-0.01032,-0.05890,0.04292
10.0,20.0,-10.0,-0.10210,-0.3212,0.60700,-0.01056,-0.09310,0.05216
10.0,20.0,-5.0,-0.07310,-0.4001,0.16300,-0.0187,-0.15200,0.06738
10.0,20.0,0.0,-0.05040,-0.4315,-0.12200,-0.02164,-0.15300,0.0726
10.0,20.0,5.0,-0.01150,-0.443,-0.45800,-0.0316,-0.14500,0.07348
10.0,20.0,10.0,0.02810,-0.4347,-0.75200,-0.05052,-0.12600,0.06958
10.0,20.0,15.0,0.06890,-0.3966,-1.04700,-0.06292,-0.13400,0.05392
10.0,20.0,20.0,0.08790,-0.328,-1.28600,-0.06704,-0.12600,0.0271
10.0,20.0,25.0,0.09820,-0.3044,-1.58200,-0.06434,-0.13800,0.02348
10.0,20.0,30.0,0.08430,-0.2743,-1.79000,-0.04072,-0.15200,-0.00836
10.0,20.0,35.0,0.08570,-0.2282,-1.93800,-0.0312,-0.16110,-0.03354
10.0,20.0,40.0,0.07560,-0.1575,-2.06500,-0.03862,-0.15530,-0.06296
10.0,20.0,45.0,0.08030,-0.1506,-1.99300,-0.03684,-0.16440,-0.051
10.0,20.0,50.0,0.09800,-0.1565,-1.93600,-0.03858,-0.12530,-0.03244
10.0,20.0,55.0,0.07800,-0.2153,-1.89100,-0.03972,-0.22550,-0.03826
10.0,20.0,60.0,0.08860,-0.2077,-1.94100,-0.03328,-0.17580,-0.0272
10.0,20.0,70.0,0.06220,-0.1534,-1.91200,-0.04078,-0.34730,-0.0161
10.0,20.0,80.0,0.03850,-0.2075,-1.92600,-0.04028,-0.52350,-0.01728
10.0,20.0,90.0,0.03820,-0.1986,-1.92500,-0.03538,-0.61300,-0.00938
10.0,25.0,-20.0,-0.09200,-0.3461,1.00700,0.00878,0.00340,0.0486
10.0,25.0,-15.0,-0.10750,-0.319,0.84100,0.00022,-0.04450,0.04962
10.0,25.0,-10.0,-0.10190,-0.3842,0.61100,-0.00182,-0.12760,0.06012
10.0,25.0,-5.0,-0.06910,-0.5013,0.15500,-0.01718,-0.12500,0.08026
10.0,25.0,0.0,-0.04810,-0.5369,-0.10900,-0.02174,-0.12600,0.0878
10.0,25.0,5.0,-0.01340,-0.5506,-0.41200,-0.03306,-0.13300,0.08628
10.0,25.0,10.0,0.02420,-0.5313,-0.67600,-0.05298,-0.11700,0.07726
10.0,25.0,15.0,0.06020,-0.4868,-0.95400,-0.0681,-0.11800,0.0586
10.0,25.0,20.0,0.08960,-0.4542,-1.21500,-0.07836,-0.11500,0.0437
10.0,25.0,25.0,0.09900,-0.4241,-1.47300,-0.07656,-0.12900,0.03782
10.0,25.0,30.0,0.08070,-0.36,-1.67300,-0.06718,-0.15500,0.00366
10.0,25.0,35.0,0.07120,-0.3141,-1.76000,-0.05294,-0.13630,-0.01148
10.0,25.0,40.0,0.08030,-0.1807,-1.97100,-0.06642,-0.13620,-0.00136
10.0,25.0,45.0,0.07720,-0.1951,-1.55500,-0.06,-0.13200,-0.02464
10.0,25.0,50.0,0.09540,-0.1679,-1.81400,-0.05256,-0.12860,-0.01714
10.0,25.0,55.0,0.08590,-0.1709,-1.88500,-0.04896,-0.13580,-0.00084
10.0,25.0,60.0,0.08600,-0.1719,-1.91300,-0.0432,-0.16210,-0.00008
10.0,25.0,70.0,0.06180,-0.2078,-1.86700,-0.0535,-0.37280,-0.02312
10.0,25.0,80.0,0.04100,-0.2495,-1.94200,-0.05276,-0.52400,-0.01992
10.0,25.0,90.0,0.03910,-0.2474,-1.99000,-0.04598,-0.62820,-0.00942
10.0,30.0,-20.0,-0.09310,-0.4081,0.95700,0.00326,0.02680,0.04562
10.0,30.0,-15.0,-0.10460,-0.398,0.82000,0.01038,-0.02410,0.05286
10.0,30.0,-10.0,-0.09710,-0.4382,0.61900,0.0068,-0.05480,0.06332
10.0,30.0,-5.0,-0.06400,-0.5794,0.16900,-0.01266,-0.11200,0.08746
10.0,30.0,0.0,-0.04550,-0.64,-0.07500,-0.02,-0.11700,0.10026
10.0,30.0,5.0,-0.01550,-0.6514,-0.35400,-0.0356,-0.11800,0.10042
10.0,30.0,10.0,0.01820,-0.6371,-0.59500,-0.05394,-0.10400,0.09226
10.0,30.0,15.0,0.05370,-0.61,-0.86400,-0.07416,-0.09600,0.07776
10.0,30.0,20.0,0.08430,-0.5698,-1.11000,-0.0844,-0.09400,0.05712
10.0,30.0,25.0,0.08900,-0.503,-1.37000,-0.08748,-0.09900,0.0473
10.0,30.0,30.0,0.06020,-0.4189,-1.56300,-0.09974,-0.07500,0.03196
10.0,30.0,35.0,0.06330,-0.3488,-1.67900,-0.0712,-0.08150,0.01448
10.0,30.0,40.0,0.07260,-0.2242,-1.87800,-0.07854,-0.07440,0.01416
10.0,30.0,45.0,0.08070,-0.2662,-1.66100,-0.0762,-0.19350,-0.01584
10.0,30.0,50.0,0.08770,-0.2008,-1.63000,-0.06394,-0.14980,-0.0088
10.0,30.0,55.0,0.08320,-0.2107,-1.78200,-0.06446,-0.14810,0.00562
10.0,30.0,60.0,0.07860,-0.2099,-1.82300,-0.06066,-0.21160,0.00884
10.0,30.0,70.0,0.06220,-0.2421,-1.86800,-0.06708,-0.36850,-0.01784
10.0,30.0,80.0,0.04510,-0.2954,-1.88600,-0.06578,-0.49840,-0.01486
10.0,30.0,90.0,0.04200,-0.3047,-1.97800,-0.06084,-0.63240,-0.01266
25.0,-30.0,-20.0,-0.10680,0.3677,0.72300,-0.01380,-0.08180,-0.04880
25.0,-30.0,-15.0,-0.11220,0.4019,0.51200,-0.00610,-0.11600,-0.04990
25.0,-30.0,-10.0,-0.11020,0.4367,0.24900,0.00000,-0.15270,-0.05740
25.0,-30.0,-5.0,-0.09110,0.5538,0.10000,0.01710,-0.17700,-0.07580
25.0,-30.0,0.0,-0.08110,0.6218,-0.15000,0.02670,-0.17400,-0.09190
25.0,-30.0,5.0,-0.05750,0.6544,-0.38500,0.04270,-0.16400,-0.08600
25.0,-30.0,10.0,-0.01830,0.6255,-0.62000,0.06220,-0.12800,-0.08210
25.0,-30.0,15.0,0.01950,0.5885,-0.86500,0.07760,-0.11600,-0.06710
25.0,-30.0,20.0,0.0494,0.5783,-1.05500,0.08300,-0.06800,-0.03980
25.0,-30.0,25.0,0.06990,0.5005,-1.36000,0.08920,-0.07500,-0.02730
